名称,J_shopt href,地址,city,经纬度,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
凤起雪景酥鱼,https://www.dianping.com/shop/H7elb2a2IDSCDvF7,凤起路凤起农贸市场南14号,[杭州],"120.174613,30.264554",15158178596,2020/6/17 7:52,,,,,,
北港水頭排骨,https://www.dianping.com/shop/H2UUUqxIigdoHYnh,文一西路317号,[杭州],"120.100053,30.286884",15867891888,2020/6/17 7:52,,,,,,
梦萦堂,https://www.dianping.com/shop/GaFP8QAmOkSTIauU,文一西路353号,[杭州],"120.099247,30.286547",15068797644,2020/6/17 7:51,,,,,,
拉面莊夢语拉面·八椿,https://www.dianping.com/shop/H3rZCVpX3MzKOByK,农展馆北路枣营北里15号一番街二楼,[北京],"116.471191,39.945073",67730650,2020/6/16 22:24,23.04 km,42 min,25.51 km,87 min,21.94 km,68 min
鮨莲·日本料理,https://www.dianping.com/shop/k5DTtJGlsnDatY9a,新闸路916号（泰兴路）,[上海],"121.457909,31.234053",62598090,2020/6/16 21:11,,,,,,
凹凸空间,https://www.dianping.com/shop/H8C412V85r7qkCGP,北新桥街道北新桥头条67号(北新桥地铁B出口北50米),[北京],"116.420817,39.948543",84084189,2020/6/14 20:48,18.62 km,35 min,21.09 km,73 min,17.52 km,51 min
糖房咖啡,https://www.dianping.com/shop/k5iTZEk8cRbX90Sl,南河沿大街5号友方宾馆一层,[北京],"116.406399,39.914276",17611203567,2020/6/14 20:47,20.35 km,44 min,22.82 km,87 min,19.25 km,67 min
糖房咖啡,https://www.dianping.com/shop/ka7rZkK4THSsf6F9,小糖房胡同五号（西四地铁站B口）,[北京],"116.373662,39.924810",13911251253,2020/6/14 20:46,19.35 km,36 min,21.24 km,78 min,17.66 km,60 min
五金WuJin,https://www.dianping.com/shop/H9K1uZbOdQlwaGXL,方家胡同64号,[北京],"116.408158,39.944837",,2020/6/14 20:46,17.92 km,33 min,20.39 km,72 min,16.82 km,50 min
京A Brewpub·精酿餐吧,https://www.dianping.com/shop/G9U41SLidp7tHcom,幸福村中路57号利世商务楼1层北区,[北京],"116.444998,39.936918",17610932877,2020/6/12 18:38,28.02 km,44 min,25.57 km,86 min,21.99 km,69 min
良食家香小馆,https://www.dianping.com/shop/H4wJBh7vpEHCDYcd,望京街合生新天地11号楼1层105,[北京],,57389280,2020/6/12 18:37,37.45 km,80 min,39.45 km,128 min,35.84 km,111 min
DA VITTORIO SHANGHAI,https://www.dianping.com/shop/EPUtTsUfAUCxSmc5,中山东二路600号BFC外滩金融中心北区N3幢3楼,[上海],"121.492156,31.233462",63302198,2020/6/8 15:15,,,,,,
G-Super绿地优选,https://www.dianping.com/shop/G8XIUmY5sKqyJOLQ,崇文门外大街哈德门广场LG-06,[北京],"116.420334,39.899758",53380296,2020/6/8 14:50,27.03 km,54 min,28.84 km,107 min,25.27 km,87 min
袍公馆·港式火锅,https://www.dianping.com/shop/GacRRv0bDU57Zc6M,王府井大街269号王府中环西座407、408号商铺,[北京],"116.408479,39.912642",65269560,2020/6/8 9:01,20.85 km,47 min,23.32 km,90 min,19.75 km,71 min
凉友花哥,https://www.dianping.com/shop/k8WV6XBW5oHO3E9U,望月公寓商业用房35号,[杭州],"120.089873,30.311724",15979917273,2020/6/7 23:08,,,,,,
阿英川菜馆,https://www.dianping.com/shop/EttMsGCSu8vox4XM,上塘路310-3号,[杭州],"120.161299,30.293052",87851289,2020/6/7 23:08,,,,,,
小红猪肝面,https://www.dianping.com/shop/k5C7eZCHWtvkvs7H,上塘路德胜新村92幢,[杭州],"120.159180,30.297357",13456750957,2020/6/7 23:07,,,,,,
丁记盐蘸牛肉·新杭菜,https://www.dianping.com/shop/G3BBDFcWtYmQ9a0b,河东路196号,[杭州],"120.159910,30.288180",87771895,2020/6/7 23:07,,,,,,
复兴面王,https://www.dianping.com/shop/ELf6XA87d1vAFShg,河东路178号,[杭州],"120.160428,30.287615",19012898951,2020/6/7 23:07,,,,,,
梁大妈妈菜·小龙虾·酸菜鱼·羊蝎子,https://www.dianping.com/shop/k2ocVHt5KD3iK8Gb,河东路98号,[杭州],"120.161198,30.284434",88172727,2020/6/7 23:06,,,,,,
杨氏新安江奶酸菜鱼,https://www.dianping.com/shop/H1oxi6k5RR14W1V4,河东路54号2楼（衢味馆楼上）,[杭州],"120.163933,30.282776",15988154489,2020/6/7 23:06,,,,,,
闽南牛肉小吃,https://www.dianping.com/shop/H2JrNiId0FDrnNZU,虎玉路36-9号八卦新村（玉皇综合农贸市场对面）,[杭州],"120.150286,30.206648",15257185096,2020/6/7 23:05,,,,,,
木头面馆,https://www.dianping.com/shop/H1jS4OtLlNTEexMN,八卦农贸市场,[杭州],"120.210792,30.246026",13906533446,2020/6/7 23:05,,,,,,
金仲帮中餐厅,https://www.dianping.com/shop/k4GtgsC8YoZhHYTA,南星街道虎玉路36-7号（德明饭店旁，农贸市场对面）,[杭州],"120.150573,30.206732",13588856170,2020/6/7 23:04,,,,,,
食布我袋·炸串·布袋馍,https://www.dianping.com/shop/H8mfo9afSAA5GJwo,垡头西里5号楼旁平房,[北京],"116.518559,39.924625",13716190225,2020/6/7 18:21,30.91 km,66 min,32.91 km,114 min,29.30 km,95 min
日哦肉,https://www.dianping.com/shop/l15bUAhggrz2Xwlq,永定路西里2号楼底商,[北京],"116.264344,39.904167",15901428816,2020/6/7 13:03,18.02 km,29 min,20.73 km,79 min,18.66 km,61 min
瑞雲酒家,https://www.dianping.com/shop/k666xhnvQcL4xih5,东外十字坡街十字坡东里6号楼,[北京],"116.439465,39.939768",64609989,2020/6/4 19:35,21.15 km,39 min,23.62 km,91 min,20.05 km,62 min
高记麻辣烫,https://www.dianping.com/shop/G2o9TpJXD9sbbiWg,雍和宫大街175号,[北京],"116.416554,39.942810",64033365,2020/6/3 19:18,18.82 km,40 min,21.29 km,77 min,17.72 km,57 min
林静小吃,https://www.dianping.com/shop/l3jBrdIRa5TIhCVf,复兴路81号院,[北京],"116.268770,39.907891",18600228712,2020/6/3 19:18,17.38 km,27 min,20.09 km,74 min,18.01 km,60 min
一屋之煮麻辣烫,https://www.dianping.com/shop/l4p8j9ah3QcOa9oW,兴化路甲1号,[北京],"116.414053,39.963995",18161000510,2020/6/3 19:16,16.50 km,31 min,18.97 km,67 min,15.39 km,49 min
城·事爱情麻辣烫,https://www.dianping.com/shop/l7B8nIdXQl5DmnZD,阜安东路望京SOHO塔T1座1楼1130号,[北京],"116.481611,39.996319",64709575,2020/6/3 19:16,20.88 km,45 min,22.89 km,86 min,19.27 km,68 min
忠友麻辣烫,https://www.dianping.com/shop/H6fSMF7bFdFXDiMz,南水关胡同银河sohoD座B1层5-125室,[北京],,13552235194,2020/6/3 19:15,,,,,,
欧记专业麻辣烫,https://www.dianping.com/shop/H9rEtfdqQJzoSnlM,甜水园东街甜水园东里12号楼底商,[北京],"116.484487,39.926081",18510518992,2020/6/3 18:16,29.85 km,53 min,30.60 km,104 min,26.98 km,91 min
肉饼宛,https://www.dianping.com/shop/GavMaSFs7wNoQMjf,输入胡同5号,[北京],"116.366247,39.886579",18511634230,2020/6/3 17:51,24.33 km,42 min,25.02 km,89 min,19.89 km,72 min
清真满记富兴聚宝拉面,https://www.dianping.com/shop/H8SZ6zljI98WEJY7,牛街街道输入胡同3号(牛街东里一区),[北京],"116.365597,39.886344",13391991958,2020/6/3 17:51,24.12 km,45 min,24.96 km,89 min,19.84 km,72 min
孟林厨房,https://www.dianping.com/shop/labQKAhNkD1xNoSu,酒仙桥路798艺术区陶瓷二街南,[北京],"116.494748,39.983364",17611293610,2020/6/3 17:48,23.17 km,51 min,26.31 km,105 min,22.70 km,86 min
顽固亲父串烧酒馆,https://www.dianping.com/shop/l9dHMsyDWAiuDB3g,仙霞新村街道仙霞路345号东方世纪大厦二楼(近古北路),[上海],"121.397932,31.206163",32010335,2020/6/3 17:47,,,,,,
春雪面馆,https://www.dianping.com/shop/H5fLN5BlHNovhllV,象山路西街美食城一楼,[杭州],"120.071067,30.159713",13588259290,2020/6/3 17:46,,,,,,
脆皮五花肉,https://www.dianping.com/shop/G6eJJFKu1pJJC3kn,建东街68号北四院1楼沿街门面房（大华花园对面）,[西安],"108.967789,34.245960",15291377751,2020/6/3 15:02,,,,,,
二月半烤肉·美蛙鱼,https://www.dianping.com/shop/laA57TBZ5qEm4MEm,高新二路10号,[西安],"108.901602,34.237067",89137373,2020/6/3 15:01,,,,,,
二月半烤肉·美蛙鱼,https://www.dianping.com/shop/G578ZDMmB1cVj3xC,雁塔南路与雁南五路交叉口西北角紫薇·永和坊商铺,[西安],"108.960151,34.195149",15353694567,2020/6/3 15:01,,,,,,
二月半烤肉·美蛙鱼,https://www.dianping.com/shop/l2m9GsYWoCL1p7rX,太乙路街道李家村建东街东段路南,[西安],"108.977760,34.245990",13384994000,2020/6/3 15:01,,,,,,
李老四腊牛肉夹馍,https://www.dianping.com/shop/H9AzEkVuv8eT3bmm,自强西路349号（近星火路）,[西安],"108.923453,34.280395",15389201089,2020/6/3 15:00,,,,,,
李老四腊牛肉夹馍,https://www.dianping.com/shop/H2vlAE6FIvt9Ca7T,韩森路175号,[西安],"109.008075,34.259184",18966927531,2020/6/3 15:00,,,,,,
李老四·腊牛肉夹馍,https://www.dianping.com/shop/jWf8eJhExzTzqBSc,建设西路科技大学北门临街门面10-9号,[西安],,19991187807,2020/6/3 15:00,,,,,,
李老四腊牛肉夹馍,https://www.dianping.com/shop/GaSiJDVtcTrePjOc,经济技术开发区凤城四路海荣豪佳花园第一座A层3号,[西安],"108.941168,34.328205",13389273544,2020/6/3 15:00,,,,,,
李老四腊牛肉夹馍,https://www.dianping.com/shop/k6rHGlP8NJ18wNN1,太乙路街道建东街甲字8号(近太乙路),[西安],"108.969445,34.245909",15339171331,2020/6/3 15:00,,,,,,
杨家粉蒸肉,https://www.dianping.com/shop/l9NueeT9aZJUoFYp,洒金桥85号,[西安],"108.932700,34.265070",18966936805,2020/6/3 15:00,,,,,,
杨家粉蒸肉,https://www.dianping.com/shop/H9DEkOvuwGcF7u3V,八佳路与环城西路交叉口西50米,[西安],"109.377428,34.694607",18991161143,2020/6/3 15:00,,,,,,
杨家粉蒸肉·凉皮·手工烩麻食,https://www.dianping.com/shop/G2HiTZbnwWu4Tieo,建东街与安东街交叉口东南角,[西安],"108.969114,34.245566",15891396058,2020/6/3 15:00,,,,,,
蚝英雄鲜蚝自助专门店,https://www.dianping.com/shop/l3CCh4mU5qghXRgw,西大望路21号合生汇购物中心B1-D01/02（21街区）,[北京],"116.478935,39.894173",87799982,2020/6/1 19:15,33.08 km,66 min,33.82 km,122 min,30.21 km,108 min
SUPERFLY超级飛,https://www.dianping.com/shop/k1NDwpBN8Bby0kiY,三里屯路三里屯太古里北区瑜舍酒店一层,[北京],"116.454490,39.938193",64105220,2020/6/1 19:13,23.39 km,44 min,25.86 km,88 min,22.29 km,70 min
巴黎餐吧Bistro108,https://www.dianping.com/shop/laAPB0NXmt5uDe26,天泽路19号草场104室,[北京],"116.468668,39.955710",17310633488,2020/6/1 19:12,27.51 km,44 min,24.96 km,86 min,21.38 km,67 min
Scott's Family意大利家庭料理,https://www.dianping.com/shop/G3LKtwLzRzysf73t,"三里屯东三街4号（博茨瓦纳使馆对面,比利时使馆对面）",[北京],"116.460407,39.937935",15711380828,2020/6/1 15:19,22.43 km,40 min,24.90 km,85 min,21.33 km,66 min
润酱面馆功夫菜,https://www.dianping.com/shop/G2POgYpmvEGA2irR,陕西南路35号一楼2-1,[上海],"121.457664,31.220803",,2020/5/31 17:54,,,,,,
卤校长老火锅,https://www.dianping.com/shop/k2a8FBzkSalwXPYt,科技路与高新二路交叉口北100米路东（亚美大厦底商）,[西安],"108.900576,34.233612",88853377,2020/5/31 17:51,,,,,,
卤校长老火锅,https://www.dianping.com/shop/G8OOncnrjV60ZZ1O,南广济街69号清见了街B101商铺,[西安],"108.939414,34.254933",89183355,2020/5/31 17:51,,,,,,
威皇广福和小海鲜,https://www.dianping.com/shop/l1HFMJvA6u6HXcya,襄阳南路215号,[上海],"121.457616,31.211422",54046529,2020/5/30 23:04,,,,,,
冬明铁板烧·居酒屋,https://www.dianping.com/shop/k4LLSgin6fOi2z96,南石一路农贸市场114号A16号,[上海],"121.405597,31.246773",13661996254,2020/5/30 23:03,,,,,,
鼎乐酒家,https://www.dianping.com/shop/k8y3SwxFtxE9un3w,永年路54号(肇周路),[上海],"121.480412,31.212417",,2020/5/30 23:03,,,,,,
连手特色烤串,https://www.dianping.com/shop/G6kXgE7waYIzOxqH,分司厅胡同4号,[北京],"116.407987,39.943990",18611209990,2020/5/30 19:32,17.97 km,38 min,20.45 km,71 min,16.87 km,55 min
等待戈多Waiting For Godot,https://www.dianping.com/shop/l6SwJMduJvsWI9mx,交道口街道交道口东大街4-24号(近北新桥地铁站D口),[北京],"116.424640,39.942457",64073093,2020/5/29 17:39,19.79 km,37 min,22.26 km,81 min,18.68 km,58 min
百合亭,https://www.dianping.com/shop/jhClGcLnHXTO49EH,麦子店街道朝阳公园路1号好运街江户前北侧地下一层,[北京],"116.471621,39.950121",13401147810,2020/5/29 17:35,26.76 km,44 min,27.51 km,99 min,23.89 km,82 min
原心·创意料理,https://www.dianping.com/shop/H2c137YuHOqn5e2d,中关村南大街华宇时尚购物中心3层,[北京],"116.323329,39.965309",51705650,2020/5/29 17:26,11.73 km,23 min,14.43 km,48 min,8.24 km,35 min
京季荣派官府菜,https://www.dianping.com/shop/G4RSlRbqxOpERLVU,建国路甲83号丽思卡尔顿二楼,[北京],"116.480097,39.907054",59695698,2020/5/29 17:23,31.56 km,57 min,32.31 km,109 min,28.69 km,97 min
WakeMeUpCoffee,https://www.dianping.com/shop/k88Ln1nOCk63sLSc,五道营胡同38号,[北京],"116.413933,39.948333",17521706911,2020/5/26 22:39,18.02 km,35 min,20.49 km,75 min,16.91 km,52 min
Q MEX Taqueria库迈塔可餐吧,https://www.dianping.com/shop/G2pT83rI8tPZXsEm,新东路新源里西20号楼金尚首层106号商铺,[北京],"116.449664,39.948793",84353601,2020/5/26 16:51,26.25 km,38 min,23.79 km,77 min,20.22 km,60 min
被树挡的牛奶屋,https://www.dianping.com/shop/k1ugeJ5SMFK402ud,西四北大街46号,[北京],"116.373308,39.930921",17611321259,2020/5/25 22:21,18.98 km,32 min,20.07 km,72 min,16.49 km,53 min
后门烤肉,https://www.dianping.com/shop/Ew3oOgEDHa63snoC,延静里西街延静西里12号,[北京],"116.482246,39.917008",13716804855,2020/5/25 12:58,30.30 km,54 min,31.04 km,107 min,27.43 km,94 min
Secrets From Africa,https://www.dianping.com/shop/katAjan0ttFJIYZ7,"来广营东路8-02号,西侧数第二间（近京西学校）",[北京],"116.512555,40.023335",84702093,2020/5/25 12:58,24.22 km,49 min,26.23 km,94 min,22.61 km,75 min
Fruwich果明治,https://www.dianping.com/shop/H7N6EcwH0k3HFBWI,西单北大街180号西单更新场M层108,[北京],"116.374471,39.908855",18511238028,2020/5/24 17:15,23.04 km,43 min,22.38 km,86 min,18.81 km,64 min
大理人家,https://www.dianping.com/shop/G6XXuwmpep7HbM9o,宝钞胡同80号（中国人民解放军空后蓝天幼儿园北20米）,[北京],,84022479,2020/5/24 12:31,17.28 km,36 min,19.75 km,72 min,16.17 km,53 min
陈记虾爆鳝面馆,https://www.dianping.com/shop/G7SJHIX6esHv0MKI,万红西街大山子南里13号楼东侧一层,[北京],"116.485627,39.982027",84102765,2020/5/23 10:55,22.39 km,47 min,24.39 km,89 min,20.77 km,70 min
华华川菜馆,https://www.dianping.com/shop/Hak5Q6iDlJmdne8j,南京西路街道大沽路393号,[上海],"121.466698,31.225492",13817768643,2020/5/23 10:48,,,,,,
东吴面馆,https://www.dianping.com/shop/k7aCPFFNp5Y1V1eP,"公园路好运街1号A2单元,好运街北口第5家",[北京],"116.471163,39.951703",15011266695,2020/5/23 9:35,26.58 km,43 min,27.33 km,98 min,23.71 km,81 min
食之六七·面,https://www.dianping.com/shop/k7AtRmVLEJiXfG8T,朝阳北路101号朝阳大悦城F7层,[北京],"116.518272,39.924626",18610677643,2020/5/23 9:35,31.31 km,68 min,33.31 km,116 min,29.70 km,96 min
鼎泰丰,https://www.dianping.com/shop/H2Wuhy2K641W0uXn,东大桥路9号侨福芳草地购物中心LG2层,[北京],"116.448868,39.919535",85626583,2020/5/23 9:35,29.43 km,49 min,26.98 km,94 min,23.40 km,78 min
鼎泰丰,https://www.dianping.com/shop/G46fI0HuvAHalTZm,东直门街道新源西里中街24号,[北京],"116.446025,39.948924",64624502,2020/5/23 9:35,26.88 km,41 min,24.43 km,79 min,20.85 km,62 min
贵凤凰贵州米粉,https://www.dianping.com/shop/k1E6X33nwdLEkt5d,广顺南大街1号娜丽莎大厦2层,[北京],"116.471390,39.991525",13371623105,2020/5/23 9:33,20.64 km,40 min,22.64 km,84 min,19.03 km,67 min
过早MORNING,https://www.dianping.com/shop/k7biUCJnHKbQpPKG,春秀路太平庄10号红驿栈酒店1层南侧,[北京],"116.444768,39.938905",13001239503,2020/5/23 9:32,27.24 km,41 min,24.79 km,82 min,21.21 km,65 min
勇盛牛肉面,https://www.dianping.com/shop/l4rqGdbBSRD9uXsD,朝阳路红庙北里85号楼底商,[北京],"116.478360,39.919433",53389398,2020/5/23 9:32,30.87 km,57 min,31.62 km,111 min,28.00 km,97 min
朝物夕拾,https://www.dianping.com/shop/G4tIKeQskvmSI120,棕树二条3号,[北京],"116.391819,39.891648",,2020/5/23 9:31,26.67 km,50 min,25.92 km,105 min,22.59 km,84 min
老乌家油茶麻花,https://www.dianping.com/shop/k8xcOB4unwHk82Dw,红埠街4号,[西安],"108.942922,34.266947",13379021281,2020/5/22 23:09,,,,,,
CAPARESH開府莱舍,https://www.dianping.com/shop/kapYpdB5tRRxlkRK,崔各庄地区启阳路金辉大厦B101室(近望京东地铁B出口),[北京],"116.487105,40.003200",15910930124,2020/5/22 23:06,19.55 km,42 min,21.55 km,79 min,17.94 km,61 min
谭姐湘菜馆,https://www.dianping.com/shop/GaMBzbVLPHWEqSXz,浦东大道1028号（距源深路站3A口176米）,[上海],"121.533426,31.233674",68771399,2020/5/22 23:00,,,,,,
靓靓蒸虾·头牌蒸虾,https://www.dianping.com/shop/l7Yisk9GGGt0Xjy7,定西路737号（明旺大厦一层）,[上海],"121.423771,31.207531",52918675,2020/5/22 23:00,,,,,,
甘味屋,https://www.dianping.com/shop/k45eG0VkdHyrkrID,"银亭路缤琦广场A栋3层（虹泉路,吴中路）",[上海],"121.375368,31.171637",34318345,2020/5/22 22:05,,,,,,
普通食堂 by BELLOCO倍乐,https://www.dianping.com/shop/l5CSxLTNWJcKgWRT,九江路660-686号1层101B单元,[上海],"121.477521,31.234605",18221696525,2020/5/22 22:03,,,,,,
BELLOCO倍乐,https://www.dianping.com/shop/l1RrUsweyvuUY3yr,石门二路街道新闸路850号(近石门二路),[上海],"121.459421,31.234940",32561119,2020/5/22 22:03,,,,,,
酒侍串说YaKINGtori,https://www.dianping.com/shop/H6E8BDTAU2WIhdrg,康定路359号1幢203室,[上海],"121.449540,31.234527",52728775,2020/5/22 22:02,,,,,,
梅匠·下酒菜·小酒馆,https://www.dianping.com/shop/HaekDO6amszeodOP,马当路388号SOHO复兴1楼D111单元,[上海],"121.477050,31.211230",19720219174,2020/5/22 22:02,,,,,,
FINE FAN zakka&canteen,https://www.dianping.com/shop/H3EaEs8Z2sKtSbEA,铜仁路58号,[上海],"121.451411,31.223213",13162581150,2020/5/22 22:02,,,,,,
DEMO和洋食堂·和风洋食餐厅,https://www.dianping.com/shop/Fqvui0NBsbMukgcd,兴安路139号,[上海],"121.470882,31.221003",13321951296,2020/5/22 22:01,,,,,,
星洲小馆·新加坡菜,https://www.dianping.com/shop/l3yBU8pVw055a0ap,建国中路65弄1号田子坊沿街（9号线打浦桥站）,[上海],"121.467086,31.206236",64183028,2020/5/22 22:00,,,,,,
Nepali Kitchen,https://www.dianping.com/shop/k8OhMRJCoSWnq9q3,巨鹿路819弄4号（静安寺地铁站8号口步行380米）,[上海],"121.445839,31.223167",54046281,2020/5/22 22:00,,,,,,
FAT COW,https://www.dianping.com/shop/G1WW51vcODGgfPgW,富城路26号,[上海],"121.498065,31.235521",50777631,2020/5/22 21:58,,,,,,
FAT COW,https://www.dianping.com/shop/H2iZlwgwrAz9jEVp,曹家渡街道延平路135号1楼103室(近武定路口),[上海],"121.440634,31.229221",13818952684,2020/5/22 21:58,,,,,,
PASS RESIDENCE,https://www.dianping.com/shop/H2esQo46tvGK4g31,巨鹿路318号,[上海],"121.458962,31.222753",15300750579,2020/5/22 21:57,,,,,,
CHOCMONS巧克怪兽,https://www.dianping.com/shop/k5Z4naj9dE91JVck,屏风街116号,[杭州],"120.168366,30.267083",15167172104,2020/5/22 18:44,,,,,,
black rainbow coffee,https://www.dianping.com/shop/GaUVblXZjlUuwyoN,孩儿巷242-9号（近武林路）,[杭州],"120.161710,30.262470",19357300609,2020/5/22 18:43,,,,,,
Coffee Routine若汀咖啡,https://www.dianping.com/shop/H4vrp55rtrJjfQqb,2号大街大都文苑风情东侧11-3-1号商铺,[杭州],"120.344421,30.308745",13093704590,2020/5/22 18:43,,,,,,
猫里有甜,https://www.dianping.com/shop/G7NGIsjXJVU62FLI,闻涛路浦沿浪琴轩北侧113铺,[杭州],"120.154489,30.173400",87321945,2020/5/22 18:43,,,,,,
23 SERIES,https://www.dianping.com/shop/H6lC6aCG9fQxPM63,西湖大道102号,[杭州],"120.174451,30.245999",18989480823,2020/5/22 18:42,,,,,,
NauCarre•N2•N平方,https://www.dianping.com/shop/l69jMupK5WF3bFeq,凤起路561号,[杭州],"120.158990,30.263090",17300913299,2020/5/22 18:42,,,,,,
尤素福东举院饺子馆,https://www.dianping.com/shop/jGfb2MfAFSxdGw2f,东举院巷39号,[西安],"108.931186,34.262866",13709252050,2020/5/22 12:07,,,,,,
