名称,J_shopt href,地址,city,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
安徽阜阳卷馍,https://www.dianping.com/shop/l9UcwOI4OcEn2Hfj,西单北大街西单明珠市场8层,[北京],13488825708,2020/10/4 17:36,19.60 km,41 min,22.07 km,86 min,18.50 km,63 min
缘赵记,https://www.dianping.com/shop/H8QFIsMlk9jii4n9,沙子口路8号,[北京],15718807400,2020/9/23 18:15,30.79 km,48 min,31.62 km,100 min,31.42 km,83 min
牛街老爆肚满,https://www.dianping.com/shop/laQAoSMKfXad0Upn,朝阳门北小街105号,[北京],13521430790,2020/9/21 18:46,20.52 km,45 min,22.99 km,94 min,19.41 km,67 min
萃華楼,https://www.dianping.com/shop/HaLpW5Gz2VP7YZ3M,崇文门外大街3号新世界一期北端二层,[北京],67056390,2020/9/21 18:43,27.15 km,56 min,25.70 km,108 min,27.78 km,96 min
白魁老号饭庄,https://www.dianping.com/shop/H1ls2EKDLqAb48ZB,交道口南大街158号,[北京],64063611,2020/9/21 18:42,18.52 km,40 min,20.99 km,83 min,17.41 km,60 min
淮扬府,https://www.dianping.com/shop/G5leUTaSm4qGOalp,安定门外大街198号（地坛西门北侧）,[北京],64265858,2020/9/21 18:39,17.29 km,35 min,19.76 km,71 min,16.19 km,52 min
静一餐厅,https://www.dianping.com/shop/H1yOvn0RtActNwDp,琉璃厂东街2号,[北京],13260236695,2020/9/21 18:39,25.28 km,50 min,25.30 km,101 min,22.00 km,82 min
厚味居炙子烤肉·清真,https://www.dianping.com/shop/H8BHnqvSvdVl2gQb,禄长街南纬路31号院西11-2号,[北京],63038599,2020/9/21 18:38,26.58 km,53 min,26.32 km,103 min,22.75 km,79 min
炙子革命老北京烤肉,https://www.dianping.com/shop/G8ZZFLM7aDMzROKL,旧鼓楼大街铃铛胡同25号,[北京],84036689,2020/9/21 18:37,16.76 km,32 min,19.23 km,69 min,15.65 km,49 min
清真·鸦儿李记·小馆,https://www.dianping.com/shop/H1QtlIpACYuY2Jnp,鸦儿胡同甲2号店,[北京],64031635,2020/9/21 18:36,16.67 km,35 min,19.14 km,68 min,15.57 km,48 min
Refer,https://www.dianping.com/shop/l2Dn1BCf8jPj0biu,三里屯路太古里北区N8号楼5层,[北京],13260337668,2020/9/19 18:04,23.03 km,42 min,25.50 km,87 min,21.93 km,68 min
Good Late Vintage,https://www.dianping.com/shop/j2CSppK3fu7lJ2XS,鼓楼东大街60号,[北京],18701208705,2020/9/18 22:14,17.58 km,36 min,20.05 km,74 min,16.48 km,54 min
同或绘馆·院儿,https://www.dianping.com/shop/l1hhW4UNfUPpPGk7,金融街购物中心,[北京],4006330631,2020/9/18 15:29,20.54 km,36 min,21.37 km,78 min,16.24 km,60 min
聚宝源,https://www.dianping.com/shop/Enk0gTkqu0Cyj7Ch,牛街5-2号,[北京],83545602,2020/9/14 23:43,24.17 km,44 min,25.01 km,90 min,19.88 km,72 min
苏帮袁Sue Cuisine,https://www.dianping.com/shop/G90L5clgd2gEKjp0,东直门南大街1号来福士购物中心5层4号,[北京],64330517,2020/9/12 9:49,21.65 km,39 min,24.13 km,96 min,20.55 km,65 min
老吉堂上海本帮菜,https://www.dianping.com/shop/H11a6UzHyH3n2hsT,工人体育场南路15号,[北京],85612685,2020/9/12 9:48,24.59 km,48 min,27.06 km,97 min,23.48 km,79 min
Khan Baba REST AUR ANT汗巴巴巴基斯坦餐厅,https://www.dianping.com/shop/k3LfF0hAAI9vJ0Vv,展春园西路蓟鑫大厦A区1层A1-03号,[北京],82837740,2020/9/10 17:54,8.32 km,22 min,12.52 km,52 min,6.85 km,30 min
大姐麻辣烫,https://www.dianping.com/shop/G85ijcY8XWb8JS4w,莲怡园北路莲怡园二区一号楼底商,[北京],18301365053,2020/9/8 21:55,19.78 km,36 min,22.49 km,82 min,20.42 km,66 min
熊叔熊婶面包房,https://www.dianping.com/shop/l4JGZZfeoEBvs87X,白家庄东里23号枫湾团结湖办公社一层,[北京],18513890865,2020/9/6 16:44,25.16 km,51 min,27.63 km,99 min,24.06 km,84 min
黑眼圈·烘焙清真面包·动物奶油蛋糕,https://www.dianping.com/shop/l4KXIyrmmRzavGOl,常惠路北辰福第v中心D座一层102底商,[北京],18101383991,2020/9/6 16:43,34.23 km,72 min,36.23 km,117 min,32.62 km,96 min
LePetitPain小面包,https://www.dianping.com/shop/l46AYXx0HYH81zrU,天力街富力城D区北门商铺10-11（麦田地产东侧）,[北京],17600321811,2020/9/6 16:42,27.72 km,57 min,30.19 km,110 min,26.62 km,89 min
新新湘菜馆,https://www.dianping.com/shop/k5IApzyUQShq3KYZ,新中街二条8号,[北京],13611318705,2020/9/2 13:17,21.75 km,42 min,24.22 km,93 min,20.65 km,64 min
GONTRAN CHERRIER·GC可颂,https://www.dianping.com/shop/G3ncuOwhbauIh9On,朝阳北路朝阳大悦城2F-72,[北京],85817529,2020/9/2 13:17,31.31 km,68 min,33.31 km,116 min,29.70 km,96 min
胜负餐厅,https://www.dianping.com/shop/ka56UKSi63VUmgeD,学院路街道王庄路33号楼2层(火炉火楼上),[北京],,2020/8/30 10:36,8.20 km,22 min,12.39 km,54 min,6.72 km,32 min
日进一片海.生腌海鲜火锅.宵夜烧烤,https://www.dianping.com/shop/jT2s4TM902cEsEPC,"南三里屯路中宇大厦一层010C室（近中宇大厦南1门,机电院西门）",[北京],,2020/8/14 13:01,24.01 km,47 min,26.48 km,94 min,22.91 km,77 min
龙大婶饽饽铺,https://www.dianping.com/shop/G7qUAYpROotD47Lu,东交民巷小学（西校区）,[北京],65129770,2020/8/13 17:11,25.99 km,49 min,24.54 km,98 min,26.62 km,89 min
达磨,https://www.dianping.com/shop/G9Fb8IFwGrIe6s71,工人体育场北路三里屯SOHO2号商场5层515室,[北京],15611198578,2020/8/13 17:11,23.55 km,47 min,26.02 km,108 min,22.45 km,79 min
石榴红了疆滋疆味·清真,https://www.dianping.com/shop/k3gPTwHebPmov52R,杏坛路44号院K座3楼304号,[北京],53822178,2020/8/7 17:52,14.77 km,25 min,16.27 km,61 min,11.14 km,40 min
泸州幺妹私房菜,https://www.dianping.com/shop/G1yh36l8S36G8V7D,望花路西里23号,[北京],18514479889,2020/7/30 20:47,21.19 km,42 min,23.20 km,85 min,19.58 km,68 min
沈记菜馆,https://www.dianping.com/shop/G6y5kNkboVvdayNk,酒仙桥街道酒仙桥路4号798艺术区内中一路北口(798的5号停车场),[北京],59789053,2020/7/30 20:39,23.22 km,52 min,26.36 km,105 min,22.75 km,87 min
GABU創作串烧,https://www.dianping.com/shop/l7ptDIaTus929cSA,小亮马桥西路6号院华远九都汇7号楼商业中心B1层,[北京],13581801478,2020/7/27 17:40,25.27 km,40 min,26.01 km,95 min,22.40 km,77 min
水裹·汤泉,https://www.dianping.com/shop/G8lxxf6z8H1WgugX,高碑店乡半壁店村惠河南街1062号,[北京],4008393777,2020/7/18 21:00,33.03 km,64 min,33.78 km,122 min,30.16 km,108 min
讲麦堂JiangMaiTang,https://www.dianping.com/shop/H4Iu0Y5tERAg76R0,朝外大街6号新城国际14号楼103室,[北京],65970724,2020/7/17 18:28,25.08 km,51 min,27.55 km,100 min,23.98 km,84 min
愈舍YUSPA,https://www.dianping.com/shop/k5oBxJQ8OwkyehbO,朝阳门外大街朝外SOHOA座B1层B107-B108,[北京],4008010150,2020/7/12 20:10,25.14 km,51 min,27.61 km,100 min,24.03 km,83 min
百姓菜篮子,https://www.dianping.com/shop/l9gwOLSx3MfyMz1n,广渠路116号,[北京],17171092222,2020/7/6 21:45,28.39 km,63 min,30.86 km,112 min,27.28 km,97 min
婕妮王超市,https://www.dianping.com/shop/H8CRliwgNEAPHo8X,馨园一路2号院荣祥广场1层,[北京],80463302-0,2020/7/6 21:30,32.91 km,54 min,34.92 km,101 min,31.30 km,83 min
宜家·瑞典食品屋,https://www.dianping.com/shop/k9GCw8yX7ukrwa7k,西红门地区宏福西路临2号1楼(宜家家居1层),[北京],18515526272,2020/7/6 21:26,42.26 km,47 min,48.34 km,109 min,42.89 km,93 min
苦尽酒馆·川菜,https://www.dianping.com/shop/k7r89rMUaMzRDekT,地安门外大街12号,[北京],13366200329,2020/7/6 21:24,16.73 km,33 min,19.20 km,69 min,15.63 km,50 min
203密室体验馆·逃脱,https://www.dianping.com/shop/FG4zedg5NABpsTBh,朝外市场街日坛国际贸易中心B座4层4A50室,[北京],18612239203,2020/7/6 17:49,23.52 km,46 min,25.99 km,106 min,22.41 km,78 min
三太子沉浸式国潮密室,https://www.dianping.com/shop/EssnruBbLaLzNDgl,朝阳路大黄庄35号（原瑞丰市场内）,[北京],15801663524,2020/7/6 17:44,32.59 km,66 min,34.59 km,115 min,30.98 km,96 min
游娱联盟沉浸式实景娱乐体验园,https://www.dianping.com/shop/ilKtPaAQl81dPdYn,高碑店路王四营乡政府对面游娱联盟园内（近东北门）,[北京],4001663666,2020/7/6 17:44,36.38 km,71 min,38.39 km,127 min,34.77 km,107 min
空白·沉浸式剧本杀,https://www.dianping.com/shop/H6NpfTj0oy0WTTo2,知春路108号豪景大厦C座17楼1705室,[北京],13126656515,2020/7/6 17:42,10.38 km,23 min,10.69 km,46 min,7.17 km,30 min
Only Flowers只和花,https://www.dianping.com/shop/H26bZmLBtnecQRlp,和平里西街安外东河沿1号,[北京],64226646,2020/7/6 17:35,18.00 km,37 min,20.47 km,68 min,16.89 km,50 min
FunkyDogg时髦热狗,https://www.dianping.com/shop/laMI4BAC0QHceEEE,朝外大街乙6号朝外SOHO A座一层0190号（CBD 世贸天阶万通中心）,[北京],18710063906,2020/7/6 17:33,25.32 km,51 min,27.79 km,100 min,24.21 km,83 min
天坛街自助餐厅,https://www.dianping.com/shop/k8oWfSaMOrBz55dt,"祈年大街8号新世界酒店1层(近地铁2号线,5号线崇文门站)",[北京],59608855,2020/7/6 17:30,26.50 km,52 min,25.08 km,98 min,27.13 km,91 min
和木The Home·私厨,https://www.dianping.com/shop/l8xdPHNXPyK7V72C,安定门街道汤公胡同19号(旧鼓楼大街与汤公胡同交叉口旁),[北京],18612988802,2020/7/6 17:20,16.97 km,32 min,19.44 km,66 min,15.86 km,50 min
念念行旅杂志馆,https://www.dianping.com/shop/G47KEF0NFz3RNcRl,东四北大街69号,[北京],84015688,2020/7/6 16:06,18.63 km,42 min,21.10 km,81 min,17.53 km,61 min
朝阳区图书馆,https://www.dianping.com/shop/GaebsX1CatCM9DpO,广渠路66号3号楼（双井百环家园内）,[北京],87716300,2020/7/6 16:03,28.03 km,62 min,30.50 km,112 min,26.92 km,96 min
北京灵动壁球中心,https://www.dianping.com/shop/k8QxEtADSQS4ABGQ,顺白路红厂设计创意产业园E座,[北京],13051698315,2020/7/6 16:02,20.21 km,40 min,22.21 km,82 min,18.60 km,66 min
VS SPORTS PARK运动玩乐园·团建·生日会,https://www.dianping.com/shop/H1DXX0qX5NbLhl1f,西大望路合生汇B3层（优衣库楼下、近14号线九龙山站B口）,[北京],13269535575,2020/7/6 13:32,33.16 km,65 min,40.66 km,130 min,27.66 km,98 min
牛角烧肉,https://www.dianping.com/shop/EbZYi2PhXDEjC7Cl,西大望路甲22号院1号楼101内5层L5-18号,[北京],87796077,2020/7/4 9:32,32.91 km,64 min,33.65 km,120 min,30.04 km,107 min
板前十胜·和牛烧肉专门店,https://www.dianping.com/shop/G6KeVfRgAOACdDbG,旧鼓楼大街121号,[北京],18511158517,2020/7/4 9:13,16.89 km,32 min,19.36 km,67 min,15.78 km,49 min
APARTMENT101,https://www.dianping.com/shop/l3QqfGU4NXHknbmg,半截塔路将府公园郎园Station内A1-10,[北京],53322083,2020/7/4 9:11,28.15 km,61 min,30.15 km,104 min,26.54 km,84 min
売泰,https://www.dianping.com/shop/l6wvF1Na1U6Yf5FE,工人体育场北路2号盈科中心负一层（绿叶子对面）,[北京],17812246778,2020/7/3 18:39,23.75 km,46 min,26.22 km,96 min,22.65 km,78 min
章記新加坡餐厅,https://www.dianping.com/shop/GazVKFmBOUKC5WbW,甜水园街甜水西园万科公园5号底商建行旁边（距地铁6/14号线西北E口步行66m）,[北京],82220388,2020/7/3 16:29,29.58 km,58 min,30.32 km,112 min,26.71 km,96 min
青岛小院,https://www.dianping.com/shop/G6fs7oKODqWxylRQ,宋庄镇宋翟路喇嘛庄村138号,[北京],13240020858,2020/7/3 16:25,51.14 km,70 min,53.15 km,121 min,49.53 km,100 min
文昌打边炉·正宗铺前糟粕醋,https://www.dianping.com/shop/icE4IsTwrGt2FUqZ,霄云路15_28号，霄云后街,[北京],13810225789,2020/6/29 23:11,24.60 km,38 min,25.34 km,93 min,21.73 km,74 min
Jamaicablue Coffeeshop,https://www.dianping.com/shop/l6OTlXzYt7oMMD3C,朝阳公园南路10号院骏豪·中央公园广场A7-7,[北京],65064100,2020/6/28 9:55,29.04 km,58 min,29.79 km,110 min,26.17 km,94 min
Jamaicablue Coffeeshop,https://www.dianping.com/shop/k7G5TgcfKgflAWm9,甜水园东街公园大道生活广场1楼4-3号,[北京],85874568,2020/6/28 9:55,59.97 km,59 min,66.05 km,120 min,60.60 km,106 min
安妮意大利餐厅,https://www.dianping.com/shop/EcJ8BMN4hZEJGasY,神路街39号日坛上街3-108号（朝阳区人民政府南门斜对面）,[北京],85693031,2020/6/22 23:03,23.52 km,46 min,25.99 km,106 min,22.41 km,79 min
CAFE LANDMARK,https://www.dianping.com/shop/l3bqeQEzrCSXyWFR,王府井大街269号王府中环购物中心东座2层,[北京],65256623,2020/6/20 9:18,20.86 km,47 min,23.33 km,90 min,19.75 km,71 min
拉面莊夢语拉面·八椿,https://www.dianping.com/shop/H3rZCVpX3MzKOByK,农展馆北路枣营北里15号一番街二楼,[北京],67730650,2020/6/16 22:24,23.04 km,42 min,25.51 km,87 min,21.94 km,68 min
凹凸空间,https://www.dianping.com/shop/H8C412V85r7qkCGP,北新桥街道北新桥头条67号(北新桥地铁B出口北50米),[北京],84084189,2020/6/14 20:48,18.62 km,35 min,21.09 km,73 min,17.52 km,51 min
糖房咖啡,https://www.dianping.com/shop/k5iTZEk8cRbX90Sl,南河沿大街5号友方宾馆一层,[北京],17611203567,2020/6/14 20:47,20.35 km,44 min,22.82 km,87 min,19.25 km,67 min
糖房咖啡,https://www.dianping.com/shop/ka7rZkK4THSsf6F9,小糖房胡同五号（西四地铁站B口）,[北京],13911251253,2020/6/14 20:46,19.35 km,36 min,21.24 km,78 min,17.66 km,60 min
五金WuJin,https://www.dianping.com/shop/H9K1uZbOdQlwaGXL,方家胡同64号,[北京],,2020/6/14 20:46,17.92 km,33 min,20.39 km,72 min,16.82 km,50 min
京A Brewpub·精酿餐吧,https://www.dianping.com/shop/G9U41SLidp7tHcom,幸福村中路57号利世商务楼1层北区,[北京],17610932877,2020/6/12 18:38,28.02 km,44 min,25.57 km,86 min,21.99 km,69 min
良食家香小馆,https://www.dianping.com/shop/H4wJBh7vpEHCDYcd,望京街合生新天地11号楼1层105,[北京],57389280,2020/6/12 18:37,37.45 km,80 min,39.45 km,128 min,35.84 km,111 min
G-Super绿地优选,https://www.dianping.com/shop/G8XIUmY5sKqyJOLQ,崇文门外大街哈德门广场LG-06,[北京],53380296,2020/6/8 14:50,27.03 km,54 min,28.84 km,107 min,25.27 km,87 min
袍公馆·港式火锅,https://www.dianping.com/shop/GacRRv0bDU57Zc6M,王府井大街269号王府中环西座407、408号商铺,[北京],65269560,2020/6/8 9:01,20.85 km,47 min,23.32 km,90 min,19.75 km,71 min
食布我袋·炸串·布袋馍,https://www.dianping.com/shop/H8mfo9afSAA5GJwo,垡头西里5号楼旁平房,[北京],13716190225,2020/6/7 18:21,30.91 km,66 min,32.91 km,114 min,29.30 km,95 min
日哦肉,https://www.dianping.com/shop/l15bUAhggrz2Xwlq,永定路西里2号楼底商,[北京],15901428816,2020/6/7 13:03,18.02 km,29 min,20.73 km,79 min,18.66 km,61 min
瑞雲酒家,https://www.dianping.com/shop/k666xhnvQcL4xih5,东外十字坡街十字坡东里6号楼,[北京],64609989,2020/6/4 19:35,21.15 km,39 min,23.62 km,91 min,20.05 km,62 min
高记麻辣烫,https://www.dianping.com/shop/G2o9TpJXD9sbbiWg,雍和宫大街175号,[北京],64033365,2020/6/3 19:18,18.82 km,40 min,21.29 km,77 min,17.72 km,57 min
林静小吃,https://www.dianping.com/shop/l3jBrdIRa5TIhCVf,复兴路81号院,[北京],18600228712,2020/6/3 19:18,17.38 km,27 min,20.09 km,74 min,18.01 km,60 min
一屋之煮麻辣烫,https://www.dianping.com/shop/l4p8j9ah3QcOa9oW,兴化路甲1号,[北京],18161000510,2020/6/3 19:16,16.50 km,31 min,18.97 km,67 min,15.39 km,49 min
城·事爱情麻辣烫,https://www.dianping.com/shop/l7B8nIdXQl5DmnZD,阜安东路望京SOHO塔T1座1楼1130号,[北京],64709575,2020/6/3 19:16,20.88 km,45 min,22.89 km,86 min,19.27 km,68 min
忠友麻辣烫,https://www.dianping.com/shop/H6fSMF7bFdFXDiMz,南水关胡同银河sohoD座B1层5-125室,[北京],13552235194,2020/6/3 19:15,Error,Error,Error,Error,Error,Error
欧记专业麻辣烫,https://www.dianping.com/shop/H9rEtfdqQJzoSnlM,甜水园东街甜水园东里12号楼底商,[北京],18510518992,2020/6/3 18:16,29.85 km,53 min,30.60 km,104 min,26.98 km,91 min
肉饼宛,https://www.dianping.com/shop/GavMaSFs7wNoQMjf,输入胡同5号,[北京],18511634230,2020/6/3 17:51,24.33 km,42 min,25.02 km,89 min,19.89 km,72 min
清真满记富兴聚宝拉面,https://www.dianping.com/shop/H8SZ6zljI98WEJY7,牛街街道输入胡同3号(牛街东里一区),[北京],13391991958,2020/6/3 17:51,24.12 km,45 min,24.96 km,89 min,19.84 km,72 min
孟林厨房,https://www.dianping.com/shop/labQKAhNkD1xNoSu,酒仙桥路798艺术区陶瓷二街南,[北京],17611293610,2020/6/3 17:48,23.17 km,51 min,26.31 km,105 min,22.70 km,86 min
蚝英雄鲜蚝自助专门店,https://www.dianping.com/shop/l3CCh4mU5qghXRgw,西大望路21号合生汇购物中心B1-D01/02（21街区）,[北京],87799982,2020/6/1 19:15,33.08 km,66 min,33.82 km,122 min,30.21 km,108 min
SUPERFLY超级飛,https://www.dianping.com/shop/k1NDwpBN8Bby0kiY,三里屯路三里屯太古里北区瑜舍酒店一层,[北京],64105220,2020/6/1 19:13,23.39 km,44 min,25.86 km,88 min,22.29 km,70 min
巴黎餐吧Bistro108,https://www.dianping.com/shop/laAPB0NXmt5uDe26,天泽路19号草场104室,[北京],17310633488,2020/6/1 19:12,27.51 km,44 min,24.96 km,86 min,21.38 km,67 min
Scott's Family意大利家庭料理,https://www.dianping.com/shop/G3LKtwLzRzysf73t,"三里屯东三街4号（博茨瓦纳使馆对面,比利时使馆对面）",[北京],15711380828,2020/6/1 15:19,22.43 km,40 min,24.90 km,85 min,21.33 km,66 min
连手特色烤串,https://www.dianping.com/shop/G6kXgE7waYIzOxqH,分司厅胡同4号,[北京],18611209990,2020/5/30 19:32,17.97 km,38 min,20.45 km,71 min,16.87 km,55 min
等待戈多Waiting For Godot,https://www.dianping.com/shop/l6SwJMduJvsWI9mx,交道口街道交道口东大街4-24号(近北新桥地铁站D口),[北京],64073093,2020/5/29 17:39,19.79 km,37 min,22.26 km,81 min,18.68 km,58 min
百合亭,https://www.dianping.com/shop/jhClGcLnHXTO49EH,麦子店街道朝阳公园路1号好运街江户前北侧地下一层,[北京],13401147810,2020/5/29 17:35,26.76 km,44 min,27.51 km,99 min,23.89 km,82 min
原心·创意料理,https://www.dianping.com/shop/H2c137YuHOqn5e2d,中关村南大街华宇时尚购物中心3层,[北京],51705650,2020/5/29 17:26,11.73 km,23 min,14.43 km,48 min,8.24 km,35 min
京季荣派官府菜,https://www.dianping.com/shop/G4RSlRbqxOpERLVU,建国路甲83号丽思卡尔顿二楼,[北京],59695698,2020/5/29 17:23,31.56 km,57 min,32.31 km,109 min,28.69 km,97 min
WakeMeUpCoffee,https://www.dianping.com/shop/k88Ln1nOCk63sLSc,五道营胡同38号,[北京],17521706911,2020/5/26 22:39,18.02 km,35 min,20.49 km,75 min,16.91 km,52 min
Q MEX Taqueria库迈塔可餐吧,https://www.dianping.com/shop/G2pT83rI8tPZXsEm,新东路新源里西20号楼金尚首层106号商铺,[北京],84353601,2020/5/26 16:51,26.25 km,38 min,23.79 km,77 min,20.22 km,60 min
被树挡的牛奶屋,https://www.dianping.com/shop/k1ugeJ5SMFK402ud,西四北大街46号,[北京],17611321259,2020/5/25 22:21,18.98 km,32 min,20.07 km,72 min,16.49 km,53 min
后门烤肉,https://www.dianping.com/shop/Ew3oOgEDHa63snoC,延静里西街延静西里12号,[北京],13716804855,2020/5/25 12:58,30.30 km,54 min,31.04 km,107 min,27.43 km,94 min
Secrets From Africa,https://www.dianping.com/shop/katAjan0ttFJIYZ7,"来广营东路8-02号,西侧数第二间（近京西学校）",[北京],84702093,2020/5/25 12:58,24.22 km,49 min,26.23 km,94 min,22.61 km,75 min
Fruwich果明治,https://www.dianping.com/shop/H7N6EcwH0k3HFBWI,西单北大街180号西单更新场M层108,[北京],18511238028,2020/5/24 17:15,23.04 km,43 min,22.38 km,86 min,18.81 km,64 min
大理人家,https://www.dianping.com/shop/G6XXuwmpep7HbM9o,宝钞胡同80号（中国人民解放军空后蓝天幼儿园北20米）,[北京],84022479,2020/5/24 12:31,17.28 km,36 min,19.75 km,72 min,16.17 km,53 min
陈记虾爆鳝面馆,https://www.dianping.com/shop/G7SJHIX6esHv0MKI,万红西街大山子南里13号楼东侧一层,[北京],84102765,2020/5/23 10:55,22.39 km,47 min,24.39 km,89 min,20.77 km,70 min
东吴面馆,https://www.dianping.com/shop/k7aCPFFNp5Y1V1eP,"公园路好运街1号A2单元,好运街北口第5家",[北京],15011266695,2020/5/23 9:35,26.58 km,43 min,27.33 km,98 min,23.71 km,81 min
食之六七·面,https://www.dianping.com/shop/k7AtRmVLEJiXfG8T,朝阳北路101号朝阳大悦城F7层,[北京],18610677643,2020/5/23 9:35,31.31 km,68 min,33.31 km,116 min,29.70 km,96 min
鼎泰丰,https://www.dianping.com/shop/H2Wuhy2K641W0uXn,东大桥路9号侨福芳草地购物中心LG2层,[北京],85626583,2020/5/23 9:35,29.43 km,49 min,26.98 km,94 min,23.40 km,78 min
鼎泰丰,https://www.dianping.com/shop/G46fI0HuvAHalTZm,东直门街道新源西里中街24号,[北京],64624502,2020/5/23 9:35,26.88 km,41 min,24.43 km,79 min,20.85 km,62 min
